,startTime,bottomTeam,bgBottom,topTeam,place,startDayTime,bgTop,gameID
138,18:00,DeNA,03,巨人,横浜,2020-07-17 18:00:00,01,20202031
139,18:00,オリックス,11,ソフトバンク,京セラD大阪,2020-07-17 18:00:00,12,20202026
140,18:00,楽天,10,西武,楽天生命パーク,2020-07-17 18:00:00,07,20202027
141,18:00,日本ハム,08,ロッテ,札幌ドーム,2020-07-17 18:00:00,09,20202028
142,18:00,広島,06,ヤクルト,マツダスタジアム,2020-07-18 18:00:00,02,20202023
143,18:00,阪神,05,中日,甲子園,2020-07-18 18:00:00,04,20202024
144,18:00,DeNA,03,巨人,横浜,2020-07-18 18:00:00,01,20202025
145,14:00,楽天,10,西武,楽天生命パーク,2020-07-18 14:00:00,07,20202021
146,14:00,日本ハム,08,ロッテ,札幌ドーム,2020-07-18 14:00:00,09,20202022
147,18:00,オリックス,11,ソフトバンク,京セラD大阪,2020-07-18 18:00:00,12,20202020
148,18:00,広島,06,ヤクルト,マツダスタジアム,2020-07-19 18:00:00,02,20202017
149,18:00,阪神,05,中日,甲子園,2020-07-19 18:00:00,04,20202018
150,18:00,DeNA,03,巨人,横浜,2020-07-19 18:00:00,01,20202019
151,13:00,オリックス,11,ソフトバンク,京セラD大阪,2020-07-19 13:00:00,12,20202014
152,13:00,楽天,10,西武,楽天生命パーク,2020-07-19 13:00:00,07,20202015
153,14:00,日本ハム,08,ロッテ,札幌ドーム,2020-07-19 14:00:00,09,20202016
154,18:00,阪神,05,広島,甲子園,2020-07-21 18:00:00,06,20202011
155,18:00,中日,04,巨人,ナゴヤドーム,2020-07-21 18:00:00,01,20202012
156,18:00,DeNA,03,ヤクルト,横浜,2020-07-21 18:00:00,02,20202013
157,18:00,楽天,10,オリックス,楽天生命パーク,2020-07-21 18:00:00,11,20202327
158,18:00,西武,07,ロッテ,メットライフ,2020-07-21 18:00:00,09,20202328
159,18:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-21 18:00:00,08,20202329
160,18:00,阪神,05,広島,甲子園,2020-07-22 18:00:00,06,20202008
161,18:00,中日,04,巨人,ナゴヤドーム,2020-07-22 18:00:00,01,20202009
162,18:00,DeNA,03,ヤクルト,横浜,2020-07-22 18:00:00,02,20202010
163,18:00,楽天,10,オリックス,楽天生命パーク,2020-07-22 18:00:00,11,20202330
164,18:00,西武,07,ロッテ,メットライフ,2020-07-22 18:00:00,09,20202331
165,18:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-22 18:00:00,08,20202332
166,14:00,中日,04,巨人,ナゴヤドーム,2020-07-23 14:00:00,01,20202006
167,18:00,阪神,05,広島,甲子園,2020-07-23 18:00:00,06,20202005
168,18:00,DeNA,03,ヤクルト,横浜,2020-07-23 18:00:00,02,20202007
169,18:00,楽天,10,オリックス,楽天生命パーク,2020-07-23 18:00:00,11,20202333
170,18:00,西武,07,ロッテ,メットライフ,2020-07-23 18:00:00,09,20202334
171,18:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-23 18:00:00,08,20202335
172,18:00,ヤクルト,02,巨人,神宮,2020-07-24 18:00:00,01,20202336
173,18:00,DeNA,03,広島,横浜,2020-07-24 18:00:00,06,20202337
174,18:00,中日,04,阪神,ナゴヤドーム,2020-07-24 18:00:00,05,20202338
175,18:00,楽天,10,オリックス,楽天生命パーク,2020-07-24 18:00:00,11,20202339
176,18:00,西武,07,ロッテ,メットライフ,2020-07-24 18:00:00,09,20202340
177,18:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-24 18:00:00,08,20202341
178,14:00,中日,04,阪神,ナゴヤドーム,2020-07-25 14:00:00,05,20202344
179,18:00,ヤクルト,02,巨人,神宮,2020-07-25 18:00:00,01,20202342
180,18:00,DeNA,03,広島,横浜,2020-07-25 18:00:00,06,20202343
181,14:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-25 14:00:00,08,20202347
182,18:00,楽天,10,オリックス,楽天生命パーク,2020-07-25 18:00:00,11,20202345
183,18:00,西武,07,ロッテ,メットライフ,2020-07-25 18:00:00,09,20202346
184,14:00,中日,04,阪神,ナゴヤドーム,2020-07-26 14:00:00,05,20202350
185,18:00,ヤクルト,02,巨人,神宮,2020-07-26 18:00:00,01,20202348
186,18:00,DeNA,03,広島,横浜,2020-07-26 18:00:00,06,20202349
187,13:00,ソフトバンク,12,日本ハム,PayPayドーム,2020-07-26 13:00:00,08,20202353
188,17:00,楽天,10,オリックス,楽天生命パーク,2020-07-26 17:00:00,11,20202351
189,18:00,西武,07,ロッテ,メットライフ,2020-07-26 18:00:00,09,20202352
190,18:00,巨人,01,DeNA,東京ドーム,2020-07-28 18:00:00,03,20202354
191,18:00,ヤクルト,02,阪神,神宮,2020-07-28 18:00:00,05,20202355
192,18:00,広島,06,中日,マツダスタジアム,2020-07-28 18:00:00,04,20202356
193,18:00,日本ハム,08,オリックス,札幌ドーム,2020-07-28 18:00:00,11,20202357
194,18:00,ロッテ,09,楽天,ZOZOマリン,2020-07-28 18:00:00,10,20202358
195,18:00,ソフトバンク,12,西武,PayPayドーム,2020-07-28 18:00:00,07,20202359
196,18:00,巨人,01,DeNA,東京ドーム,2020-07-29 18:00:00,03,20202360
197,18:00,ヤクルト,02,阪神,神宮,2020-07-29 18:00:00,05,20202361
198,18:00,広島,06,中日,マツダスタジアム,2020-07-29 18:00:00,04,20202362
199,18:00,日本ハム,08,オリックス,札幌ドーム,2020-07-29 18:00:00,11,20202363
200,18:00,ロッテ,09,楽天,ZOZOマリン,2020-07-29 18:00:00,10,20202364
201,18:00,ソフトバンク,12,西武,PayPayドーム,2020-07-29 18:00:00,07,20202365
202,18:00,巨人,01,DeNA,東京ドーム,2020-07-30 18:00:00,03,20202366
203,18:00,ヤクルト,02,阪神,神宮,2020-07-30 18:00:00,05,20202367
204,18:00,広島,06,中日,マツダスタジアム,2020-07-30 18:00:00,04,20202368
205,18:00,日本ハム,08,オリックス,札幌ドーム,2020-07-30 18:00:00,11,20202369
206,18:00,ロッテ,09,楽天,ZOZOマリン,2020-07-30 18:00:00,10,20202370
207,18:00,ソフトバンク,12,西武,PayPayドーム,2020-07-30 18:00:00,07,20202371
208,18:00,巨人,01,広島,東京ドーム,2020-07-31 18:00:00,06,20202372
209,18:00,中日,04,ヤクルト,ナゴヤドーム,2020-07-31 18:00:00,02,20202373
210,18:00,阪神,05,DeNA,甲子園,2020-07-31 18:00:00,03,20202374
211,18:00,日本ハム,08,オリックス,札幌ドーム,2020-07-31 18:00:00,11,20202375
212,18:00,ロッテ,09,楽天,ZOZOマリン,2020-07-31 18:00:00,10,20202376
213,18:00,ソフトバンク,12,西武,PayPayドーム,2020-07-31 18:00:00,07,20202377
214,14:00,巨人,01,広島,東京ドーム,2020-08-01 14:00:00,06,20202378
215,14:00,中日,04,ヤクルト,ナゴヤドーム,2020-08-01 14:00:00,02,20202379
216,18:00,阪神,05,DeNA,甲子園,2020-08-01 18:00:00,03,20202380
217,14:00,日本ハム,08,オリックス,札幌ドーム,2020-08-01 14:00:00,11,20202381
218,14:00,ソフトバンク,12,西武,PayPayドーム,2020-08-01 14:00:00,07,20202383
219,17:00,ロッテ,09,楽天,ZOZOマリン,2020-08-01 17:00:00,10,20202382
220,14:00,巨人,01,広島,東京ドーム,2020-08-02 14:00:00,06,20202384
221,14:00,中日,04,ヤクルト,ナゴヤドーム,2020-08-02 14:00:00,02,20202385
222,18:00,阪神,05,DeNA,甲子園,2020-08-02 18:00:00,03,20202386
223,17:00,ロッテ,09,楽天,ZOZOマリン,2020-08-02 17:00:00,10,20202387
224,18:00,ヤクルト,02,広島,神宮,2020-08-04 18:00:00,06,20202389
225,18:00,DeNA,03,中日,横浜,2020-08-04 18:00:00,04,20202390
226,18:00,阪神,05,巨人,甲子園,2020-08-04 18:00:00,01,20202391
227,18:00,日本ハム,08,西武,札幌ドーム,2020-08-04 18:00:00,07,20202392
228,18:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-04 18:00:00,12,20202393
229,18:00,オリックス,11,ロッテ,京セラD大阪,2020-08-04 18:00:00,09,20202394
230,18:00,ヤクルト,02,広島,神宮,2020-08-05 18:00:00,06,20202395
231,18:00,DeNA,03,中日,横浜,2020-08-05 18:00:00,04,20202396
232,18:00,阪神,05,巨人,甲子園,2020-08-05 18:00:00,01,20202397
233,18:00,日本ハム,08,西武,札幌ドーム,2020-08-05 18:00:00,07,20202398
234,18:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-05 18:00:00,12,20202399
235,18:00,オリックス,11,ロッテ,京セラD大阪,2020-08-05 18:00:00,09,20202400
236,18:00,ヤクルト,02,広島,神宮,2020-08-06 18:00:00,06,20202401
237,18:00,DeNA,03,中日,横浜,2020-08-06 18:00:00,04,20202402
238,18:00,阪神,05,巨人,甲子園,2020-08-06 18:00:00,01,20202403
239,18:00,日本ハム,08,西武,札幌ドーム,2020-08-06 18:00:00,07,20202404
240,18:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-06 18:00:00,12,20202405
241,18:00,オリックス,11,ロッテ,京セラD大阪,2020-08-06 18:00:00,09,20202406
242,18:00,ヤクルト,02,DeNA,神宮,2020-08-07 18:00:00,03,20202407
243,18:00,中日,04,巨人,ナゴヤドーム,2020-08-07 18:00:00,01,20202408
244,18:00,広島,06,阪神,マツダスタジアム,2020-08-07 18:00:00,05,20202409
245,18:00,日本ハム,08,西武,札幌ドーム,2020-08-07 18:00:00,07,20202410
246,18:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-07 18:00:00,12,20202411
247,18:00,オリックス,11,ロッテ,京セラD大阪,2020-08-07 18:00:00,09,20202412
248,14:00,中日,04,巨人,ナゴヤドーム,2020-08-08 14:00:00,01,20202414
249,18:00,ヤクルト,02,DeNA,神宮,2020-08-08 18:00:00,03,20202413
250,18:00,広島,06,阪神,マツダスタジアム,2020-08-08 18:00:00,05,20202415
251,14:00,日本ハム,08,西武,札幌ドーム,2020-08-08 14:00:00,07,20202416
252,14:00,オリックス,11,ロッテ,京セラD大阪,2020-08-08 14:00:00,09,20202418
253,18:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-08 18:00:00,12,20202417
254,14:00,中日,04,巨人,ナゴヤドーム,2020-08-09 14:00:00,01,20202420
255,18:00,ヤクルト,02,DeNA,神宮,2020-08-09 18:00:00,03,20202419
256,18:00,広島,06,阪神,マツダスタジアム,2020-08-09 18:00:00,05,20202421
257,13:00,日本ハム,08,西武,札幌ドーム,2020-08-09 13:00:00,07,20202422
258,13:00,オリックス,11,ロッテ,京セラD大阪,2020-08-09 13:00:00,09,20202424
259,17:00,楽天,10,ソフトバンク,楽天生命パーク,2020-08-09 17:00:00,12,20202423
260,18:00,DeNA,03,阪神,横浜,2020-08-10 18:00:00,05,20202425
261,18:00,広島,06,中日,マツダスタジアム,2020-08-10 18:00:00,04,20202426
262,18:00,DeNA,03,阪神,横浜,2020-08-11 18:00:00,05,20202427
263,18:00,広島,06,中日,マツダスタジアム,2020-08-11 18:00:00,04,20202428
264,18:00,西武,07,楽天,メットライフ,2020-08-11 18:00:00,10,20202429
265,18:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-11 18:00:00,08,20202430
266,18:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-11 18:00:00,11,20202431
267,18:00,巨人,01,ヤクルト,東京ドーム,2020-08-12 18:00:00,02,20202432
268,18:00,DeNA,03,阪神,横浜,2020-08-12 18:00:00,05,20202433
269,18:00,広島,06,中日,マツダスタジアム,2020-08-12 18:00:00,04,20202434
270,18:00,西武,07,楽天,メットライフ,2020-08-12 18:00:00,10,20202435
271,18:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-12 18:00:00,08,20202436
272,18:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-12 18:00:00,11,20202437
273,18:00,巨人,01,ヤクルト,東京ドーム,2020-08-13 18:00:00,02,20202438
274,18:00,西武,07,楽天,メットライフ,2020-08-13 18:00:00,10,20202439
275,18:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-13 18:00:00,08,20202440
276,18:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-13 18:00:00,11,20202441
277,18:00,巨人,01,中日,東京ドーム,2020-08-14 18:00:00,04,20202442
278,18:00,DeNA,03,ヤクルト,横浜,2020-08-14 18:00:00,02,20202443
279,18:00,阪神,05,広島,京セラD大阪,2020-08-14 18:00:00,06,20202444
280,14:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-14 14:00:00,11,20202447
281,18:00,西武,07,楽天,メットライフ,2020-08-14 18:00:00,10,20202445
282,18:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-14 18:00:00,08,20202446
283,14:00,巨人,01,中日,東京ドーム,2020-08-15 14:00:00,04,20202448
284,18:00,DeNA,03,ヤクルト,横浜,2020-08-15 18:00:00,02,20202449
285,18:00,阪神,05,広島,京セラD大阪,2020-08-15 18:00:00,06,20202450
286,13:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-15 13:00:00,11,20202453
287,17:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-15 17:00:00,08,20202452
288,18:00,西武,07,楽天,メットライフ,2020-08-15 18:00:00,10,20202451
289,13:00,巨人,01,中日,東京ドーム,2020-08-16 13:00:00,04,20202454
290,18:00,DeNA,03,ヤクルト,横浜,2020-08-16 18:00:00,02,20202455
291,18:00,阪神,05,広島,京セラD大阪,2020-08-16 18:00:00,06,20202456
292,13:00,ソフトバンク,12,オリックス,PayPayドーム,2020-08-16 13:00:00,11,20202459
293,17:00,ロッテ,09,日本ハム,ZOZOマリン,2020-08-16 17:00:00,08,20202458
294,18:00,西武,07,楽天,メットライフ,2020-08-16 18:00:00,10,20202457
295,18:00,巨人,01,阪神,東京ドーム,2020-08-18 18:00:00,05,20202460
296,18:00,ヤクルト,02,中日,神宮,2020-08-18 18:00:00,04,20202461
297,18:00,広島,06,DeNA,マツダスタジアム,2020-08-18 18:00:00,03,20202462
298,18:00,日本ハム,08,楽天,札幌ドーム,2020-08-18 18:00:00,10,20202463
299,18:00,ロッテ,09,ソフトバンク,ZOZOマリン,2020-08-18 18:00:00,12,20202464
300,18:00,オリックス,11,西武,京セラD大阪,2020-08-18 18:00:00,07,20202465
301,18:00,巨人,01,阪神,東京ドーム,2020-08-19 18:00:00,05,20202466
302,18:00,ヤクルト,02,中日,神宮,2020-08-19 18:00:00,04,20202467
303,18:00,広島,06,DeNA,マツダスタジアム,2020-08-19 18:00:00,03,20202468
304,18:00,日本ハム,08,楽天,札幌ドーム,2020-08-19 18:00:00,10,20202469
305,18:00,ロッテ,09,ソフトバンク,ZOZOマリン,2020-08-19 18:00:00,12,20202470
306,18:00,オリックス,11,西武,京セラD大阪,2020-08-19 18:00:00,07,20202471
307,18:00,巨人,01,阪神,東京ドーム,2020-08-20 18:00:00,05,20202472
308,18:00,ヤクルト,02,中日,神宮,2020-08-20 18:00:00,04,20202473
309,18:00,広島,06,DeNA,マツダスタジアム,2020-08-20 18:00:00,03,20202474
310,18:00,日本ハム,08,楽天,札幌ドーム,2020-08-20 18:00:00,10,20202475
311,18:00,ロッテ,09,ソフトバンク,ZOZOマリン,2020-08-20 18:00:00,12,20202476
312,18:00,オリックス,11,西武,京セラD大阪,2020-08-20 18:00:00,07,20202477
313,18:00,ヤクルト,02,阪神,神宮,2020-08-21 18:00:00,05,20202478
314,18:00,中日,04,DeNA,ナゴヤドーム,2020-08-21 18:00:00,03,20202479
315,18:00,広島,06,巨人,マツダスタジアム,2020-08-21 18:00:00,01,20202480
